player_id,game_id,player_name,role,is_werewolf,similarity,attempts,status,threshold
game8_Player3,8,Player3,FortuneTeller,False,0.7959412336349487,5,FAILED_TO_REACH,0.9
game8_Player1,8,Player1,Villager,False,0.7160188555717468,5,FAILED_TO_REACH,0.9
game8_Player2,8,Player2,Villager,False,0.7896132469177246,5,FAILED_TO_REACH,0.9
game8_Player4,8,Player4,Villager,False,0.8165803551673889,5,FAILED_TO_REACH,0.9
game8_Player5,8,Player5,Werewolf,True,0.753734290599823,5,FAILED_TO_REACH,0.9
game9_Player3,9,Player3,FortuneTeller,False,0.7528675198554993,5,FAILED_TO_REACH,0.9
game9_Player4,9,Player4,Villager,False,0.779239296913147,5,FAILED_TO_REACH,0.9
game9_Player5,9,Player5,Werewolf,True,0.819498598575592,5,FAILED_TO_REACH,0.9
game9_Player1,9,Player1,Villager,False,0.7830398678779602,5,FAILED_TO_REACH,0.9
game9_Player2,9,Player2,Villager,False,0.7952450513839722,5,FAILED_TO_REACH,0.9
game10_Player4,10,Player4,Villager,False,0.7453035116195679,5,FAILED_TO_REACH,0.9
game10_Player1,10,Player1,Werewolf,True,0.7629908919334412,5,FAILED_TO_REACH,0.9
game10_Player3,10,Player3,FortuneTeller,False,0.7760858535766602,5,FAILED_TO_REACH,0.9
game10_Player2,10,Player2,Villager,False,0.799958348274231,5,FAILED_TO_REACH,0.9
game10_Player5,10,Player5,Villager,False,0.8356648683547974,5,FAILED_TO_REACH,0.9
game12_Player5,12,Player5,Villager,False,0.7441373467445374,5,FAILED_TO_REACH,0.9
game12_Player4,12,Player4,Villager,False,0.7940678000450134,5,FAILED_TO_REACH,0.9
game12_Player1,12,Player1,Villager,False,0.7893358469009399,5,FAILED_TO_REACH,0.9
game12_Player2,12,Player2,Werewolf,True,0.7549121379852295,5,FAILED_TO_REACH,0.9
game12_Player3,12,Player3,FortuneTeller,False,0.8089112043380737,5,FAILED_TO_REACH,0.9
game13_Player2,13,Player2,Villager,False,0.7717732787132263,5,FAILED_TO_REACH,0.9
game13_Player1,13,Player1,Villager,False,0.771320104598999,5,FAILED_TO_REACH,0.9
game13_Player5,13,Player5,FortuneTeller,False,0.7651920318603516,5,FAILED_TO_REACH,0.9
game13_Player3,13,Player3,Werewolf,True,0.7449440360069275,5,FAILED_TO_REACH,0.9
game13_Player4,13,Player4,Villager,False,0.7717417478561401,5,FAILED_TO_REACH,0.9
game14_Player3,14,Player3,Villager,False,0.7951439023017883,5,FAILED_TO_REACH,0.9
game14_Player2,14,Player2,Villager,False,0.7654784321784973,5,FAILED_TO_REACH,0.9
game14_Player4,14,Player4,FortuneTeller,False,0.835846483707428,5,FAILED_TO_REACH,0.9
game14_Player1,14,Player1,Villager,False,0.6551709771156311,5,FAILED_TO_REACH,0.9
game14_Player5,14,Player5,Werewolf,True,0.8295183181762695,5,FAILED_TO_REACH,0.9
game15_Player5,15,Player5,Werewolf,True,0.8035324215888977,5,FAILED_TO_REACH,0.9
game15_Player4,15,Player4,FortuneTeller,False,0.7612549662590027,5,FAILED_TO_REACH,0.9
game15_Player2,15,Player2,Villager,False,0.7725948095321655,5,FAILED_TO_REACH,0.9
game15_Player3,15,Player3,Villager,False,0.7942166924476624,5,FAILED_TO_REACH,0.9
game15_Player1,15,Player1,Villager,False,0.7009426951408386,5,FAILED_TO_REACH,0.9
game16_Player1,16,Player1,Villager,False,0.8455578684806824,5,FAILED_TO_REACH,0.9
game16_Player2,16,Player2,Werewolf,True,0.7649498581886292,5,FAILED_TO_REACH,0.9
game16_Player5,16,Player5,Villager,False,0.7629438638687134,5,FAILED_TO_REACH,0.9
game16_Player4,16,Player4,FortuneTeller,False,0.7964759469032288,5,FAILED_TO_REACH,0.9
game16_Player3,16,Player3,Villager,False,0.7956372499465942,5,FAILED_TO_REACH,0.9
game17_Player2,17,Player2,Villager,False,0.7745102643966675,5,FAILED_TO_REACH,0.9
game17_Player3,17,Player3,FortuneTeller,False,0.7727288007736206,5,FAILED_TO_REACH,0.9
game17_Player1,17,Player1,Werewolf,True,0.7230576276779175,5,FAILED_TO_REACH,0.9
game17_Player5,17,Player5,Villager,False,0.7552223205566406,5,FAILED_TO_REACH,0.9
game17_Player4,17,Player4,Villager,False,0.7004976868629456,5,FAILED_TO_REACH,0.9
game18_Player2,18,Player2,Villager,False,0.6928637623786926,5,FAILED_TO_REACH,0.9
game18_Player1,18,Player1,Villager,False,0.7974082827568054,5,FAILED_TO_REACH,0.9
game18_Player3,18,Player3,Werewolf,True,0.7470821142196655,5,FAILED_TO_REACH,0.9
game18_Player5,18,Player5,Villager,False,0.7803854942321777,5,FAILED_TO_REACH,0.9
game18_Player4,18,Player4,FortuneTeller,False,0.795752227306366,5,FAILED_TO_REACH,0.9
game19_Player2,19,Player2,Villager,False,0.7922155857086182,5,FAILED_TO_REACH,0.9
game19_Player4,19,Player4,Werewolf,True,0.7876896262168884,5,FAILED_TO_REACH,0.9
game19_Player5,19,Player5,Villager,False,0.7215691804885864,5,FAILED_TO_REACH,0.9
game19_Player3,19,Player3,Villager,False,0.7420052289962769,5,FAILED_TO_REACH,0.9
game19_Player1,19,Player1,FortuneTeller,False,0.7950955033302307,5,FAILED_TO_REACH,0.9
game20_Player4,20,Player4,Villager,False,0.7938887476921082,5,FAILED_TO_REACH,0.9
game20_Player3,20,Player3,Werewolf,True,0.7502937912940979,5,FAILED_TO_REACH,0.9
game20_Player2,20,Player2,Villager,False,0.7775899767875671,5,FAILED_TO_REACH,0.9
game20_Player5,20,Player5,FortuneTeller,False,0.8193259239196777,5,FAILED_TO_REACH,0.9
game20_Player1,20,Player1,Villager,False,0.7639431953430176,5,FAILED_TO_REACH,0.9
