player_id,game_id,player_name,role,is_werewolf,similarity,attempts,status,threshold
game1_Player3,1,Player3,Werewolf,True,0.8001860976219177,5,FAILED_TO_REACH,0.9
game1_Player4,1,Player4,Villager,False,0.8167639970779419,5,FAILED_TO_REACH,0.9
game1_Player5,1,Player5,Villager,False,0.7974522709846497,5,FAILED_TO_REACH,0.9
game1_Player2,1,Player2,Villager,False,0.8290079832077026,5,FAILED_TO_REACH,0.9
game1_Player1,1,Player1,FortuneTeller,False,0.8253763914108276,5,FAILED_TO_REACH,0.9
game2_Player2,2,Player2,Villager,False,0.738954484462738,5,FAILED_TO_REACH,0.9
game2_Player3,2,Player3,Werewolf,True,0.7904565334320068,5,FAILED_TO_REACH,0.9
game2_Player1,2,Player1,Villager,False,0.761642336845398,5,FAILED_TO_REACH,0.9
game2_Player4,2,Player4,Villager,False,0.7713316082954407,5,FAILED_TO_REACH,0.9
game2_Player5,2,Player5,FortuneTeller,False,0.7409165501594543,5,FAILED_TO_REACH,0.9
game3_Player5,3,Player5,Villager,False,0.7129533886909485,5,FAILED_TO_REACH,0.9
game3_Player2,3,Player2,Werewolf,True,0.7316803932189941,5,FAILED_TO_REACH,0.9
game3_Player1,3,Player1,FortuneTeller,False,0.7831425070762634,5,FAILED_TO_REACH,0.9
game3_Player3,3,Player3,Villager,False,0.7995028495788574,5,FAILED_TO_REACH,0.9
game3_Player4,3,Player4,Villager,False,0.7944004535675049,5,FAILED_TO_REACH,0.9
game4_Player2,4,Player2,Villager,False,0.7817557454109192,5,FAILED_TO_REACH,0.9
game4_Player5,4,Player5,Werewolf,True,0.7688025832176208,5,FAILED_TO_REACH,0.9
game4_Player3,4,Player3,Villager,False,0.7491549253463745,5,FAILED_TO_REACH,0.9
game4_Player1,4,Player1,Villager,False,0.7174952626228333,5,FAILED_TO_REACH,0.9
game4_Player4,4,Player4,FortuneTeller,False,0.7097472548484802,5,FAILED_TO_REACH,0.9
game5_Player1,5,Player1,Villager,False,0.7700917720794678,5,FAILED_TO_REACH,0.9
game5_Player2,5,Player2,Werewolf,True,0.7369524240493774,5,FAILED_TO_REACH,0.9
game5_Player3,5,Player3,FortuneTeller,False,0.8051718473434448,5,FAILED_TO_REACH,0.9
game5_Player5,5,Player5,Villager,False,0.7111221551895142,5,FAILED_TO_REACH,0.9
game5_Player4,5,Player4,Villager,False,0.7297850251197815,5,FAILED_TO_REACH,0.9
game6_Player5,6,Player5,Villager,False,0.7864437103271484,5,FAILED_TO_REACH,0.9
game6_Player2,6,Player2,Villager,False,0.7204546928405762,5,FAILED_TO_REACH,0.9
game6_Player4,6,Player4,Villager,False,0.7976300716400146,5,FAILED_TO_REACH,0.9
game6_Player1,6,Player1,FortuneTeller,False,0.7817950248718262,5,FAILED_TO_REACH,0.9
game6_Player3,6,Player3,Werewolf,True,0.7419919371604919,5,FAILED_TO_REACH,0.9
game7_Player3,7,Player3,Villager,False,0.7386217713356018,5,FAILED_TO_REACH,0.9
game7_Player5,7,Player5,Villager,False,0.8162354826927185,5,FAILED_TO_REACH,0.9
game7_Player4,7,Player4,Villager,False,0.7727218866348267,5,FAILED_TO_REACH,0.9
game7_Player2,7,Player2,Werewolf,True,0.7583022713661194,5,FAILED_TO_REACH,0.9
game7_Player1,7,Player1,FortuneTeller,False,0.8023971319198608,5,FAILED_TO_REACH,0.9
